C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Infections,InfectionsRolling,Stringency,Date,CountryName,RegionName,PrescriptionIndex
3,0,2,4,2,1,0,4,2,3,2,0,2884.694416937088,2375.317939389923,1.9452761341222868,2021-07-29,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,3077.835949685036,2543.41089524124,1.9452761341222868,2021-07-30,Belgium,,Plan 3
3,0,2,4,2,1,0,4,2,3,2,0,3281.649804027748,2719.4803843034947,1.9452761341222868,2021-07-31,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,3507.4391672234883,2905.919721412574,1.7391617357001965,2021-08-01,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,3756.385102367805,3105.232975096671,1.7391617357001965,2021-08-02,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,4028.120345322237,3319.649399064765,1.7391617357001965,2021-08-03,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,4323.359076676265,3551.354837462809,1.7391617357001965,2021-08-04,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,4643.24925710857,3802.576957487307,1.7391617357001965,2021-08-05,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,4989.166892692697,4075.6242350598295,1.7391617357001965,2021-08-06,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,5362.649721124363,4372.909937502202,1.7391617357001965,2021-08-07,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,5765.375130042205,4695.472217904877,1.7391617357001965,2021-08-08,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,6199.152265227921,5044.438955456322,1.7391617357001965,2021-08-09,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,6665.918657067648,5421.267285705667,1.7391617357001965,2021-08-10,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,7167.7381771288,5827.607157198887,1.7391617357001965,2021-08-11,Belgium,,Plan 3
3,0,2,4,2,0,0,4,2,3,2,0,7706.799100854019,6265.257134876809,1.7391617357001965,2021-08-12,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,2,712.7807952849056,600.2779472248917,3.524319526627218,2021-06-13,Belgium,,Plan 4
3,3,2,4,2,3,0,4,2,3,2,2,652.4669646375515,600.2779472248917,3.524319526627218,2021-06-14,Belgium,,Plan 4
3,3,2,4,2,3,0,4,2,3,2,2,616.3597291948897,600.2779472248917,3.524319526627218,2021-06-15,Belgium,,Plan 4
3,3,2,4,2,3,0,4,2,3,2,2,589.0708423040012,600.2779472248917,3.524319526627218,2021-06-16,Belgium,,Plan 4
3,3,2,4,2,3,0,4,2,3,2,2,565.347033174394,600.2779472248917,3.524319526627218,2021-06-17,Belgium,,Plan 4
3,3,2,4,2,3,0,4,2,3,2,2,543.3813030670576,600.2779472248917,3.524319526627218,2021-06-18,Belgium,,Plan 4
